,Sale_Price,Longitude,Latitude,Neighborhood,Lot_Area,Bldg_Type,Overall_Cond,TotRms_AbvGrd,Gr_Liv_Area,Second_Flr_SF,Garage_Type,Sale_Condition,Year_Built,Year_Remod_Add,Bedroom_AbvGr,Distance_m,Bath_AbvGr,Branch_Number
1269,127000,-93.60688,42.035813,North_Ames,7910,OneFam,Average,7,1507,False,True,Normal,1960,1960,4,2121.6243946801073,2,Branch_2
1270,159000,-93.605971,42.037162,North_Ames,8000,OneFam,Above_Average,6,1256,False,True,Normal,1959,1959,3,2075.566402429917,2,Branch_2
1271,125900,-93.60597,42.037006,North_Ames,8000,OneFam,Average,6,1027,False,True,Normal,1962,1962,3,2071.6733281852717,1,Branch_2
1272,155000,-93.606788,42.037291,North_Ames,7931,OneFam,Above_Average,6,1269,False,True,Normal,1960,1960,3,2144.70692475004,2,Branch_2
1273,138000,-93.610604,42.034811,North_Ames,8064,OneFam,Above_Average,5,1320,True,True,Normal,1948,1950,3,2415.082805313749,2,Branch_2
1274,112500,-93.607948,42.034564,North_Ames,6390,OneFam,Good,4,984,False,True,Normal,1954,1954,2,2193.638122801053,1,Branch_2
1275,105500,-93.608765,42.034789,North_Ames,7227,OneFam,Above_Average,4,832,False,True,Normal,1954,1954,2,2263.163574327798,1,Branch_2
1276,127500,-93.608903,42.034686,North_Ames,7200,OneFam,Average,6,1278,True,True,Normal,1954,1954,4,2273.5620799809367,1,Branch_2
1278,150000,-93.607799,42.034636,North_Ames,7200,OneFam,Above_Average,6,1588,True,True,Normal,1955,1967,3,2182.0009894190175,2,Branch_2
1279,109500,-93.607801,42.034801,North_Ames,7200,OneFam,Good,4,825,False,True,Normal,1954,1954,2,2183.7899929955306,1,Branch_2
1280,140000,-93.604986,42.036973,North_Ames,7056,OneFam,Average,8,1796,True,True,Normal,1963,1963,4,1991.377111074772,2,Branch_2
1281,167900,-93.604837,42.037025,North_Ames,9760,OneFam,Above_Average,7,1611,True,True,Normal,1964,1964,4,1980.6552508664265,2,Branch_2
1282,136870,-93.603702,42.035724,North_Ames,7590,OneFam,Average,6,1117,False,True,Normal,1963,1963,3,1860.1527961879503,1,Branch_2
1284,73000,-93.619415,42.034128,Old_Town,5232,OneFam,Average,4,764,False,True,Normal,1925,2004,2,3138.693645288428,1,Branch_2
1285,157500,-93.615582,42.033379,Old_Town,10440,OneFam,Very_Good,8,1539,True,True,Normal,1904,2002,3,2819.0506350371816,2,Branch_2
1286,122600,-93.62005,42.032611,Old_Town,9184,OneFam,Good,6,1323,True,True,Normal,1948,2005,3,3188.950635296591,1,Branch_2
1287,111000,-93.61648,42.0330566,Old_Town,4800,OneFam,Average,6,1360,True,True,Normal,1910,2003,2,2893.074870872552,1,Branch_2
1288,256000,-93.615596,42.032392,Old_Town,10440,OneFam,Good,8,2792,True,True,Normal,1920,1950,5,2820.613699972048,2,Branch_2
1289,64000,-93.616991,42.032419,Old_Town,4800,OneFam,Below_Average,4,672,False,True,Normal,1940,1950,2,2936.037080173219,1,Branch_2
1290,139500,-93.617106,42.03136,Old_Town,6000,OneFam,Good,7,1456,True,True,Normal,1915,2005,4,2950.3888304260795,2,Branch_2
1291,118000,-93.6189373,42.030427,Old_Town,11426,TwoFmCon,Above_Average,9,1594,True,False,Normal,1910,1996,3,3109.5042556006347,2,Branch_2
1292,200000,-93.6195822,42.0304142,Old_Town,11426,OneFam,Average,6,2082,True,True,Normal,2003,2003,3,3162.8182384005545,3,Branch_2
1293,119164,-93.6198478,42.030418,Old_Town,7628,OneFam,Above_Average,8,1656,True,True,Normal,1940,1985,2,3184.6862893346374,2,Branch_2
1294,122250,-93.620219,42.030482,Old_Town,7308,OneFam,Average,6,1740,True,True,Normal,1920,1950,2,3214.6825166771064,1,Branch_2
1295,120000,-93.613969,42.032161,Old_Town,5400,OneFam,Above_Average,5,1027,False,False,Normal,1920,2006,2,2686.666527901083,1,Branch_2
1296,155000,-93.615447,42.032272,Old_Town,10800,TwoFmCon,Above_Average,8,1436,True,True,Normal,1940,1950,3,2808.6195843467417,2,Branch_2
1297,78000,-93.615031,42.030406,Old_Town,6756,OneFam,Above_Average,5,899,False,True,Normal,1910,1950,2,2787.76011274909,1,Branch_2
1298,95000,-93.6112887,42.0303597,Old_Town,5914,OneFam,Excellent,5,1080,True,False,Normal,1890,1996,3,2480.288471839089,1,Branch_2
1299,115000,-93.608867,42.033435,Old_Town,6000,OneFam,Average,5,789,False,True,Partial,1948,1950,2,2263.216248612649,1,Branch_2
1300,147000,-93.60887,42.033571,Old_Town,12000,OneFam,Good,6,1122,False,True,Normal,1948,2005,2,2263.854306716942,1,Branch_2
1301,140000,-93.607771,42.033249,Old_Town,9000,OneFam,Above_Average,5,1499,True,True,Normal,1946,1950,3,2172.097657781513,1,Branch_2
1303,112500,-93.607713,42.032094,Old_Town,6000,OneFam,Above_Average,5,928,False,True,Normal,1957,1957,3,2169.3028690685683,1,Branch_2
1304,107900,-93.607724,42.032381,Old_Town,6000,OneFam,Good,4,901,False,True,Normal,1954,2000,2,2169.0059854142837,1,Branch_2
1306,295000,-93.6077128,42.0304823,Old_Town,18386,OneFam,Excellent,10,3493,True,True,Normal,1880,2002,3,2184.711735709679,3,Branch_2
1307,139500,-93.61844,42.029028,Old_Town,9142,TwoFmCon,Average,10,1627,True,True,Normal,1900,2006,4,3086.736538653036,2,Branch_2
1308,153900,-93.620179,42.029058,Old_Town,12665,OneFam,Very_Good,7,1416,True,True,Normal,1915,1950,4,3228.898329598519,2,Branch_2
1309,132000,-93.620183,42.02928,Old_Town,5350,OneFam,Very_Good,7,1450,True,True,Normal,1920,1965,3,3225.9921646139874,1,Branch_2
1311,114000,-93.618297,42.029281,Old_Town,9143,OneFam,Good,5,1017,True,True,Normal,1900,2003,2,3071.129582592952,1,Branch_2
1312,130000,-93.617386,42.028287,Old_Town,9600,TwoFmCon,Average,10,2350,True,True,Normal,1920,1960,4,3013.504732440088,2,Branch_2
1313,129500,-93.616885,42.02793,Old_Town,9600,OneFam,Average,8,2058,True,True,Normal,1917,1950,3,2979.857185132875,2,Branch_2
1314,129400,-93.616998,42.027073,Old_Town,6000,OneFam,Excellent,7,1540,True,False,Normal,1905,2005,3,3008.36330989653,2,Branch_2
1315,161000,-93.616996,42.027032,Old_Town,9600,OneFam,Excellent,7,1378,True,True,Normal,1928,2005,3,3009.19812935208,2,Branch_2
1316,163000,-93.612239,42.029084,Old_Town,10800,TwoFmCon,Good,7,1912,True,True,Normal,1905,2000,3,2578.411557073644,2,Branch_2
1317,128000,-93.613845,42.02813,Old_Town,6300,OneFam,Above_Average,9,1484,True,False,Normal,1914,2001,3,2728.53905213461,2,Branch_2
1318,122000,-93.6096888,42.0288284,Old_Town,5250,OneFam,Average,8,2358,True,False,Normal,1872,1987,4,2375.8221122114146,2,Branch_2
1319,116900,-93.6096482,42.0287814,Old_Town,5700,OneFam,Good,5,1111,True,True,Normal,1926,1950,2,2373.5434131594398,1,Branch_2
1320,325000,-93.610008,42.028397,Old_Town,13500,OneFam,Excellent,9,2775,True,True,Normal,1893,2000,3,2411.4126867572627,4,Branch_2
1321,55000,-93.608752,42.029209,Old_Town,11340,OneFam,Very_Poor,5,1086,True,True,Normal,1920,1950,2,2291.6685357684037,1,Branch_2
1322,184000,-93.6075521,42.0273991,Old_Town,10800,OneFam,Good,10,2495,True,True,Normal,1890,1999,5,2241.1005777255546,2,Branch_2
1323,110000,-93.6059697,42.0272517,Old_Town,9750,OneFam,Above_Average,5,984,False,True,Normal,1959,1959,2,2120.3231931509777,1,Branch_2
1324,131500,-93.606196,42.02774,Old_Town,12150,OneFam,Average,7,1795,True,True,Normal,1954,1954,4,2122.710871713528,2,Branch_2
1325,97000,-93.604486,42.026691,Old_Town,12702,OneFam,Average,4,882,False,True,Normal,1956,1956,2,2024.0722999784305,1,Branch_2
1326,115500,-93.6043548,42.0272664,Old_Town,8516,OneFam,Above_Average,5,1093,False,True,Normal,1958,2006,2,1992.623439376341,1,Branch_2
1327,138000,-93.628806,42.03361,Brookside,7111,OneFam,Good,5,1143,False,True,Normal,1928,1983,2,3914.3712576665876,1,Branch_2
1329,79500,-93.625728,42.03338,Brookside,9100,OneFam,Above_Average,4,935,False,True,Normal,1930,1960,2,3659.13658116417,1,Branch_2
1330,153000,-93.625926,42.03047,Brookside,7010,OneFam,Average,6,1738,True,True,Normal,1935,1950,3,3685.847031907302,2,Branch_2
1331,109500,-93.624715,42.033456,Brookside,6130,OneFam,Above_Average,5,784,False,False,Normal,1924,1950,2,3575.37320435811,1,Branch_2
1332,124000,-93.625584,42.033568,Brookside,5000,OneFam,Good,6,1210,True,True,Normal,1941,2006,3,3647.5257666383372,1,Branch_2
1333,106900,-93.625589,42.033699,Brookside,5870,OneFam,Excellent,6,1290,True,True,Normal,1900,2000,3,3648.2281694733233,2,Branch_2
1334,164900,-93.623666,42.03337,Brookside,6000,OneFam,Good,6,1672,True,True,Normal,1940,1989,3,3488.386779511501,2,Branch_2
1335,119000,-93.624566,42.033511,Brookside,6000,OneFam,Good,5,949,False,True,Normal,1924,2003,2,3563.131745489558,1,Branch_2
1336,120000,-93.623514,42.033321,Brookside,6000,OneFam,Good,5,1158,True,True,Normal,1929,1950,3,3475.7377314315354,1,Branch_2
1337,157000,-93.621532,42.033473,Brookside,6000,OneFam,Good,5,1497,True,True,Normal,1937,2000,3,3311.8589488877114,2,Branch_2
1338,105000,-93.621532,42.033366,Brookside,6000,OneFam,Average,7,1342,True,True,Normal,1939,1950,2,3311.6841450257084,2,Branch_2
1339,113000,-93.622102,42.033493,Brookside,5000,OneFam,Good,6,1013,False,True,Normal,1926,1950,3,3359.089654497815,1,Branch_2
1340,115000,-93.624688,42.031354,Brookside,5520,OneFam,Good,6,1216,True,True,Normal,1920,1997,3,3577.3237559685313,1,Branch_2
1342,123000,-93.623632,42.031493,Brookside,6240,OneFam,Good,6,1136,True,True,Normal,1929,1950,2,3489.2251375624533,1,Branch_2
1343,81300,-93.622566,42.032476,Brookside,6120,OneFam,Above_Average,6,808,False,True,Normal,1945,1995,1,3397.495098701031,1,Branch_2
1344,162900,-93.622552,42.031461,Brookside,6240,OneFam,Good,8,1573,True,True,Normal,1930,1992,3,3400.0682286178644,2,Branch_2
1345,150000,-93.621485,42.031496,Brookside,6240,OneFam,Average,7,2009,True,True,Normal,1939,1950,4,3311.6260472602808,2,Branch_2
1346,123500,-93.620392,42.031467,Old_Town,6120,OneFam,Average,7,1902,True,True,Normal,1923,1950,4,3221.396790839554,2,Branch_2
1348,128000,-93.624591,42.031049,Brookside,6155,OneFam,Very_Good,6,1362,True,True,Normal,1920,1999,3,3571.1781334958487,2,Branch_2
1349,68500,-93.624471,42.030388,Brookside,6324,OneFam,Above_Average,4,520,False,True,Normal,1927,1950,1,3566.438452148877,1,Branch_2
1350,127000,-93.6218858,42.031057,Brookside,8635,OneFam,Average,6,1285,True,True,Normal,1948,2001,2,3347.5345324652094,1,Branch_2
1351,207000,-93.627,42.029399,Brookside,13053,OneFam,Good,8,1848,True,True,Normal,1923,2000,4,3785.1936530422304,2,Branch_2
1352,184000,-93.625556,42.028426,Brookside,9120,OneFam,Above_Average,8,1820,True,True,Normal,1925,1950,4,3679.598641836188,2,Branch_2
1353,162500,-93.625539,42.028274,Brookside,9144,OneFam,Below_Average,8,1716,True,True,Normal,1915,2004,4,3680.5652189526068,2,Branch_2
1354,145000,-93.625434,42.027065,Brookside,9144,OneFam,Average,8,1505,True,True,Normal,1940,1982,3,3693.476700753029,1,Branch_2
1355,130000,-93.625623,42.029556,Brookside,10267,OneFam,Good,5,838,False,True,Normal,1918,2000,2,3669.9631444782544,1,Branch_2
1356,160000,-93.621676,42.02903,Old_Town,8094,TwoFmCon,Very_Good,8,1984,True,True,Normal,1910,1983,5,3352.183054347978,2,Branch_2
1357,161000,-93.621065,42.029038,Old_Town,5100,OneFam,Good,7,1666,True,True,Normal,1925,1996,3,3301.9083812199324,1,Branch_2
1358,127500,-93.6208294,42.0286305,Old_Town,4347,OneFam,Very_Good,7,1609,True,True,Normal,1910,1950,3,3288.915496893768,1,Branch_2
1359,93850,-93.6259506,42.0255246,Iowa_DOT_and_Rail_Road,6291,OneFam,Above_Average,4,768,False,True,Normal,1930,1950,1,3769.454254034916,1,Branch_4
1361,141000,-93.627729,42.024265,Iowa_DOT_and_Rail_Road,6876,OneFam,Above_Average,9,1969,False,True,Normal,1938,1958,4,3945.2599428089297,2,Branch_4
1362,120000,-93.6261621,42.0249938,Iowa_DOT_and_Rail_Road,10320,OneFam,Above_Average,6,1308,True,True,Normal,1915,1978,2,3799.8779101839823,2,Branch_4
1363,127500,-93.6265884,42.0242588,Iowa_DOT_and_Rail_Road,7200,OneFam,Good,5,1040,False,True,Normal,1925,1992,2,3853.9287374211895,1,Branch_4
1365,89500,-93.625289,42.02295,Iowa_DOT_and_Rail_Road,7920,OneFam,Good,6,1406,True,False,Normal,1920,1950,3,3790.0348643787024,1,Branch_4
1366,125000,-93.623738,42.026478,Old_Town,8235,OneFam,Good,4,825,False,True,Normal,1955,1995,2,3567.978313098331,1,Branch_2
1369,82375,-93.6246096,42.0242331,Iowa_DOT_and_Rail_Road,10320,TwoFmCon,Fair,8,1344,True,False,Normal,1915,1950,3,3696.289504956365,2,Branch_4
1370,135000,-93.62458,42.023716,Iowa_DOT_and_Rail_Road,10320,OneFam,Good,7,1469,True,True,Normal,1906,1995,3,3709.4483343966813,1,Branch_4
1372,134000,-93.656979,42.034409,Sawyer,8250,OneFam,Average,5,1211,False,True,Normal,1968,1968,3,6248.665136449789,1,Branch_3
1373,135000,-93.657958,42.033423,Sawyer,21286,OneFam,Average,7,1271,True,True,Normal,1948,1950,4,6327.945448533036,2,Branch_3
1374,134432,-93.657031,42.031281,Clear_Creek,17120,OneFam,Below_Average,7,1588,True,True,Normal,1959,1959,4,6253.918976626649,2,Branch_3
1375,127500,-93.658395,42.02393,Edwards,10106,TwoFmCon,Good,6,1355,True,False,Normal,1940,1999,4,6443.200306234474,2,Branch_3
1377,129500,-93.669806,42.033225,Sawyer,11200,OneFam,Average,5,1040,False,True,Normal,1965,1965,3,7308.918751896063,1,Branch_3
1378,157500,-93.672241,42.032365,Sawyer,13014,OneFam,Average,6,1096,False,True,Normal,1978,1978,3,7510.857808553476,1,Branch_3
1380,145000,-93.677717,42.031248,Sawyer,10265,OneFam,Good,6,992,False,True,Normal,1967,2005,3,7966.388637849486,1,Branch_3
1381,130000,-93.677945,42.031123,Sawyer,9764,OneFam,Good,5,894,False,True,Normal,1967,2003,3,7985.616872815501,1,Branch_3
1382,153000,-93.672718,42.031348,Sawyer,7703,OneFam,Very_Good,6,1034,False,True,Normal,1978,1978,3,7552.272790606574,1,Branch_3
1383,120000,-93.674179,42.03156,Sawyer,9981,OneFam,Average,6,1073,False,True,Normal,1967,1967,3,7672.691837504177,1,Branch_3
1384,152000,-93.671905,42.030552,Sawyer,7400,OneFam,Average,5,1126,False,True,Normal,1984,1984,2,7487.67023300239,1,Branch_3
1387,80000,-93.665521,42.033454,Sawyer,9000,OneFam,Fair,5,1006,False,False,Normal,1959,1959,3,6954.226046905207,1,Branch_3
1388,149350,-93.669465,42.033834,Sawyer,8544,OneFam,Above_Average,6,1228,False,True,Normal,1966,2006,3,7281.219990007252,2,Branch_3
1389,144900,-93.663727,42.034414,Sawyer,9239,OneFam,Very_Good,6,960,False,True,Normal,1963,2003,3,6807.292870845588,1,Branch_3
1390,185000,-93.665355,42.032495,Sawyer,14175,OneFam,Very_Good,4,1188,False,True,Normal,1956,1956,1,6940.531691519091,1,Branch_3
1391,165000,-93.665356,42.032566,Sawyer,13284,OneFam,Average,6,1383,False,True,Normal,1954,1954,3,6940.55466225286,1,Branch_3
1392,235000,-93.666979,42.032155,Clear_Creek,13500,OneFam,Good,4,1252,False,True,Normal,1960,1975,1,7075.41208231859,1,Branch_3
1393,140000,-93.662134,42.03392,Sawyer,13825,OneFam,Above_Average,6,1601,True,True,Normal,1958,1987,3,6674.354940566135,1,Branch_3
1394,108000,-93.660673,42.033692,Sawyer,10200,OneFam,Very_Good,4,672,False,True,Normal,1940,1997,2,6553.043246588673,1,Branch_3
1396,152400,-93.660521,42.033559,Sawyer,8375,OneFam,Good,6,1350,True,True,Normal,1941,1973,2,6540.300806452646,2,Branch_3
1397,144000,-93.678125,42.029453,Sawyer,10200,OneFam,Very_Good,5,904,False,True,Normal,1970,1970,3,8007.536318877106,1,Branch_3
1398,173000,-93.676219,42.024662,Clear_Creek,2887,OneFam,Average,6,1291,False,True,Normal,1996,1997,2,7894.609082182827,1,Branch_3
1399,192000,-93.6739889,42.0243033,Clear_Creek,10005,OneFam,Average,8,2022,True,True,Normal,1977,1977,4,7716.117448100064,3,Branch_3
1400,245000,-93.67358,42.02521,Clear_Creek,20270,OneFam,Above_Average,7,1524,False,True,Normal,1979,1979,3,7670.492737430455,2,Branch_3
1401,241500,-93.666066,42.028568,Clear_Creek,39104,OneFam,Good,5,1363,False,True,Normal,1954,2005,2,7016.507846372231,1,Branch_3
1402,256000,-93.666216,42.028595,Clear_Creek,53227,OneFam,Above_Average,6,1663,False,True,Normal,1954,1994,2,7028.689621624477,1,Branch_3
1403,177000,-93.666147,42.027332,Edwards,11512,OneFam,Good,5,1357,False,True,Normal,1959,2006,2,7034.166626843592,1,Branch_3
1404,125600,-93.66515,42.027507,Edwards,5190,OneFam,Average,5,1079,True,True,Normal,1948,1950,2,6950.200918669626,1,Branch_3
1405,155000,-93.665571,42.027555,Edwards,10452,OneFam,Average,5,1094,False,True,Normal,1953,1953,3,6984.46781765748,1,Branch_3
1406,240000,-93.663054,42.028381,Clear_Creek,45600,OneFam,Very_Good,10,2358,True,True,Normal,1908,1997,5,6769.255012703177,3,Branch_3
1407,260000,-93.663123,42.028233,Edwards,19550,OneFam,Good,5,1518,False,False,Normal,1940,2007,2,6776.21824171481,1,Branch_3
1408,185000,-93.660595,42.028188,Edwards,21780,OneFam,Good,8,1674,True,True,Normal,1918,1950,4,6567.930159516933,2,Branch_3
1409,235000,-93.6608625,42.0280297,Edwards,13728,OneFam,Good,7,2108,True,True,Normal,1935,1986,4,6591.459481014433,2,Branch_3
1410,159900,-93.667534,42.024025,Edwards,9571,OneFam,Above_Average,6,1509,False,True,Normal,1956,1956,3,7190.277438665195,1,Branch_3
1411,99600,-93.6650659,42.0257161,Edwards,9350,Duplex,Average,4,864,False,False,Normal,1975,1975,2,6963.576871553333,1,Branch_3
1412,134500,-93.66526,42.025036,Edwards,9360,OneFam,Very_Good,7,1269,True,True,Normal,1962,2001,3,6988.707759996694,2,Branch_3
1413,119000,-93.6644616,42.0236702,Edwards,8405,OneFam,Very_Good,7,1367,True,True,Normal,1900,1950,4,6944.146737416639,1,Branch_3
1414,107500,-93.6618779,42.0244599,Edwards,7000,TwoFmCon,Good,5,1347,True,False,Normal,1910,1991,3,6719.692763764268,1,Branch_3
1415,125000,-93.662924,42.022902,Edwards,10880,TwoFmCon,Average,5,1164,False,True,Normal,1950,1950,3,6831.749383876265,1,Branch_3
1416,79000,-93.658528,42.022769,Edwards,9600,OneFam,Average,5,1096,True,False,Normal,1924,1950,2,6475.461856431912,1,Branch_3
1417,95000,-93.659949,42.02283,Edwards,9084,OneFam,Above_Average,5,1111,True,True,Normal,1941,1950,3,6590.191766334023,1,Branch_3
1418,262280,-93.683223,42.031766,Sawyer_West,11839,OneFam,Average,10,2329,True,True,Normal,1990,1990,4,8421.063126692467,3,Branch_3
1419,260000,-93.683302,42.033912,Sawyer_West,9771,OneFam,Average,9,2814,True,True,Normal,1995,2002,4,8427.038347311804,3,Branch_3
1420,226500,-93.682029,42.03085,Sawyer_West,9938,OneFam,Average,7,1626,False,True,Normal,1994,1994,3,8324.523922492426,3,Branch_3
1421,225000,-93.682032,42.031077,Sawyer_West,14171,OneFam,Average,9,2200,True,True,Normal,1993,1994,4,8324.081058468559,3,Branch_3
1422,229000,-93.682175,42.030621,Sawyer_West,10541,OneFam,Average,8,2037,True,True,Normal,1996,1996,3,8337.382775245937,3,Branch_3
1423,177439,-93.691284,42.025411,College_Creek,10616,OneFam,Average,6,1356,True,True,Partial,2007,2007,3,9126.710694933394,3,Branch_3
1424,248500,-93.691095,42.025275,College_Creek,9345,OneFam,Average,7,1615,False,True,Normal,2007,2007,3,9112.540443650205,2,Branch_3
1426,395039,-93.686789,42.027193,College_Creek,11778,OneFam,Average,8,1766,False,True,Partial,2008,2008,3,8739.22428152356,3,Branch_3
1427,228000,-93.681199,42.029437,Sawyer_West,11228,OneFam,Average,9,2097,True,True,Normal,1993,1993,3,8261.885930537714,3,Branch_3
1428,225000,-93.681136,42.030276,Sawyer_West,11454,OneFam,Average,6,1511,False,True,Normal,1995,1995,3,8252.711380789828,2,Branch_3
1429,195000,-93.6826513,42.0249247,Clear_Creek,11500,OneFam,Above_Average,6,1643,False,True,Normal,1966,1966,2,8420.699456939295,2,Branch_3
1430,200000,-93.679198,42.025781,Clear_Creek,12798,OneFam,Average,8,1688,True,True,Normal,1997,1997,4,8126.438319795284,3,Branch_3
1431,155000,-93.692009,42.021173,College_Creek,9750,OneFam,Good,5,990,False,True,Normal,1994,1994,3,9241.739266588644,1,Branch_3
1432,144000,-93.691213,42.01915,College_Creek,9525,OneFam,Above_Average,6,1099,False,True,Normal,1995,2006,3,9211.413090157055,2,Branch_3
1433,145000,-93.691612,42.019153,College_Creek,9245,OneFam,Average,5,990,False,True,Normal,1994,1995,3,9243.940803481964,1,Branch_3
1434,226001,-93.690719,42.018501,College_Creek,8696,OneFam,Average,5,1418,False,True,Normal,1997,1998,3,9183.465993965654,2,Branch_3
1435,215700,-93.689772,42.018786,College_Creek,13142,OneFam,Average,6,1771,True,True,Normal,1997,1997,3,9100.70453427994,3,Branch_3
1436,207500,-93.690276,42.017423,College_Creek,8998,OneFam,Average,6,1652,True,True,Normal,2000,2000,3,9169.221885852548,3,Branch_3
1438,188000,-93.688995,42.017914,College_Creek,8924,OneFam,Average,8,1724,True,True,Normal,1998,1999,3,9054.786237733706,3,Branch_3
1439,191000,-93.689019,42.017766,College_Creek,9382,OneFam,Average,6,1479,False,True,Normal,1999,2000,3,9059.800451943995,2,Branch_3
1440,221000,-93.691706,42.016276,College_Creek,12803,OneFam,Average,6,1494,False,True,Normal,2002,2002,3,9310.179368132101,2,Branch_3
1441,231500,-93.689101,42.015974,College_Creek,12435,OneFam,Average,7,1792,True,True,Normal,2001,2001,3,9105.779709209233,3,Branch_3
1442,235000,-93.688958,42.01626,College_Creek,12192,OneFam,Average,6,1823,True,True,Normal,2000,2001,3,9087.63209541635,3,Branch_3
1443,223500,-93.68895,42.015949,College_Creek,11250,OneFam,Average,6,1786,True,True,Normal,2001,2002,3,9094.124963107794,3,Branch_3
1444,130250,-93.685742,42.022136,College_Creek,9200,OneFam,Above_Average,5,938,False,True,Normal,1975,1980,3,8712.804894094705,1,Branch_3
1445,149900,-93.686888,42.021234,College_Creek,8385,OneFam,Very_Good,6,985,False,True,Normal,1977,1977,3,8821.12465886791,2,Branch_3
1446,158000,-93.687518,42.018839,College_Creek,12250,OneFam,Above_Average,5,1174,False,True,Normal,1978,1978,3,8915.871140452637,1,Branch_3
1447,147000,-93.685158,42.019769,College_Creek,10970,OneFam,Above_Average,5,1026,False,True,Normal,1978,1978,3,8705.484952753754,1,Branch_3
1449,163000,-93.6844,42.02107,College_Creek,14330,OneFam,Above_Average,5,1558,False,True,Normal,1975,2001,2,8620.183249747033,2,Branch_3
1450,110000,-93.684289,42.021275,College_Creek,7990,OneFam,Above_Average,5,924,False,True,Normal,1975,1975,3,8607.619185079135,1,Branch_3
1451,127000,-93.683158,42.020796,College_Creek,7180,OneFam,Good,5,864,False,True,Normal,1972,1972,3,8523.352725490846,1,Branch_3
1452,124900,-93.683309,42.020991,College_Creek,7200,OneFam,Good,4,780,False,True,Normal,1972,1972,2,8532.28138224462,1,Branch_3
1453,230000,-93.68786,42.018735,College_Creek,9742,OneFam,Average,7,1795,False,True,Normal,2002,2002,3,8945.795512616254,2,Branch_3
1454,237000,-93.687704,42.018412,College_Creek,9473,OneFam,Average,7,2031,True,True,Normal,2002,2002,3,8939.523347483562,3,Branch_3
1455,235000,-93.686189,42.018354,College_Creek,10316,OneFam,Average,7,1865,True,True,Normal,2000,2000,3,8817.343084473374,3,Branch_3
1456,230500,-93.684227,42.018709,College_Creek,10400,OneFam,Average,8,2161,True,True,Normal,2001,2001,3,8650.353919803916,3,Branch_3
1457,230000,-93.684396,42.017598,College_Creek,9066,OneFam,Average,7,1852,True,True,Normal,1999,2000,3,8687.601024101736,3,Branch_3
1458,222500,-93.682718,42.018006,College_Creek,11404,OneFam,Average,8,2031,True,True,Normal,1998,1999,3,8542.42623690102,3,Branch_3
1459,287000,-93.685572,42.01727,College_Creek,9240,OneFam,Average,7,2263,True,True,Normal,2001,2002,3,8790.293824073457,3,Branch_3
1460,274000,-93.685569,42.017484,College_Creek,9720,OneFam,Average,7,1947,True,True,Normal,2001,2002,3,8785.350153203994,3,Branch_3
1461,300000,-93.68522,42.018186,College_Creek,14860,OneFam,Average,6,1786,False,True,Normal,2002,2003,3,8741.976260854488,2,Branch_3
1462,255900,-93.686644,42.016975,College_Creek,11250,OneFam,Average,9,2290,True,True,Normal,2002,2002,4,8883.842988037713,3,Branch_3
1463,224900,-93.686982,42.016207,College_Creek,8158,OneFam,Average,8,1768,True,True,Normal,2003,2003,3,8928.725542378841,3,Branch_3
1464,240000,-93.688193,42.016341,College_Creek,10905,OneFam,Average,9,2327,True,True,Normal,2003,2003,4,9023.769330943851,3,Branch_3
1465,183000,-93.687674,42.014435,College_Creek,7226,OneFam,Average,6,1640,True,True,Normal,2003,2003,3,9027.753511460158,3,Branch_3
1466,207000,-93.683856,42.016709,College_Creek,11690,OneFam,Average,7,1764,True,True,Normal,1999,2000,3,8663.865316919797,3,Branch_3
1467,210000,-93.67994,42.017866,College_Creek,8750,OneFam,Average,8,1908,True,True,Normal,1994,1995,4,8320.009823013537,3,Branch_3
1468,136500,-93.681121,42.016277,College_Creek,4435,TwnhsE,Average,3,848,False,True,Normal,2003,2003,1,8452.893337623602,1,Branch_3
1469,145000,-93.68369,42.016254,College_Creek,4426,TwnhsE,Average,3,848,False,True,Normal,2004,2004,1,8661.145416937863,1,Branch_3
1470,208900,-93.679505,42.017854,College_Creek,13125,OneFam,Average,7,1493,False,True,Normal,1997,1998,3,8284.998497546547,2,Branch_3
1472,214000,-93.687825,42.014549,College_Creek,9135,OneFam,Average,7,1536,False,True,Normal,2002,2003,3,9037.046511851273,2,Branch_3
1473,208500,-93.686931,42.013952,College_Creek,8450,OneFam,Average,8,1710,True,True,Normal,2003,2003,3,8980.354059628737,3,Branch_3
1474,186500,-93.685207,42.013912,College_Creek,9750,OneFam,Average,6,1445,False,True,Normal,2004,2004,3,8842.709078219154,2,Branch_3
1475,210000,-93.684451,42.013641,College_Creek,8450,OneFam,Average,8,1436,False,True,Normal,2004,2004,3,8789.254306303206,2,Branch_3
1476,185900,-93.684397,42.013622,College_Creek,8320,OneFam,Average,6,1582,True,True,Normal,2004,2004,3,8785.43493544995,3,Branch_3
1477,179900,-93.684343,42.013603,College_Creek,11049,OneFam,Average,7,1234,False,True,Normal,2007,2007,3,8781.61668569112,2,Branch_3
1478,218836,-93.683435,42.015975,College_Creek,11058,OneFam,Above_Average,6,1564,False,True,Normal,2007,2007,3,8647.2507237033,2,Branch_3
1479,193000,-93.683435,42.015368,College_Creek,9627,OneFam,Average,6,1361,False,True,Normal,2007,2007,3,8662.261335387917,2,Branch_3
1480,189000,-93.6838447,42.0138316,College_Creek,8199,OneFam,Average,7,1456,True,True,Normal,2005,2005,3,8735.381221949761,3,Branch_3
